Alignment ID	Average Rt(min)	Average RI	Average Mz	Metabolite name	Fill %	Reference RT	Reference RI	Formula	Ontology	INCHIKEY	SMILES	Annotation tag (VS1.0)	RT matched	RI matched	EI-MS matched	Comment	Tag1	Tag2	Manually modified for quantification	Manually modified for annotation	Total score	RT similarity	RI similarity	Total spectrum similarity	Simple dot product	Weighted dot product	Reverse dot product	Fragment presence %	S/N average	Spectrum reference file name	EI spectrum	AKD_SEDI_A02-IC0_Cal0	AKD_SEDI_A03-IC3_Cal0-1	AKD_SEDI_A04-IC4_Cal0-25	AKD_SEDI_A05-IC5_Cal0-5	AKD_SEDI_A06-IC6_Cal1	AKD_SEDI_A07-IC7_Cal2	AKD_SEDI_A08-IC8_Cal5	AKD_SEDI_A09-IC9_Cal10	AKD_SEDI_A10-IC10_Cal20	AKD_SEDI_A11-IC11_Cal50	AKD_SEDI_A02-IC00_Cal0	AKD_SEDI_A03-IC03_Cal0-1	AKD_SEDI_A04-IC04_Cal0-25	AKD_SEDI_A05-IC05_Cal0-5	AKD_SEDI_A06-IC06_Cal1	AKD_SEDI_A07-IC07_Cal2	AKD_SEDI_A08-IC08_Cal5	AKD_SEDI_A09-IC09_Cal10	AKD_SEDI_A10-IC010_Cal20	AKD_SEDI_A11-IC011_Cal50	AKD_SEDI_A14-REF1	AKD_SEDI_A15-REF2	AKD_SEDI_A16-REF3	AKD_SEDI_A17-BL1	AKD_SEDI_A18-P25	AKD_SEDI_A19-P27	AKD_SEDI_A20-P28	AKD_SEDI_A21-P29	AKD_SEDI_A22-P30	AKD_SEDI_A23-P37	AKD_SEDI_A24-P39	AKD_SEDI_A25-P41	AKD_SEDI_A26-P43	AKD_SEDI_A27QC1	AKD_SEDI_A29BL2
774	13.333	1968.21	180.0807444	"8-Chloro-2-hydroxyquinoline, 2-methylpropionate"	0.32	-1	1971	C13H12ClNO2	null	null	null	340	FALSE	TRUE	TRUE	X (L2)	 Normalized unit: Intensity	 Tag: Confirmed	TRUE	FALSE	0.856	-100	99.7	0.8	0.648	0.855	0.764	47.2	12710790	AKD_SEDI_A19-P27	100.03079:4864 102.04649:156101 103.05431:2878 103.53927:59714 104.06210:40425 106.04135:14078 106.07764:35111 106.96340:3810 107.76318:11705 108.75873:9445 108.90352:8825 109.41390:9648 110.01859:8765 111.04416:80983 113.03864:291216 114.06754:148686 115.05428:128004 115.97487:8057 117.06992:11692 119.04927:22051 120.05709:3446 121.01082:25683 121.06487:20839 121.10123:111710 123.02633:33061 125.03861:222440 126.04649:802145 127.05429:789006 128.06209:435585 129.03662:88103 129.06993:166406 130.07773:61218 131.87936:30134 134.03612:54601 135.17325:10023 137.03860:122501 139.05426:376836 139.97493:4087 140.04955:539552 141.06990:70994 143.08566:2545 146.07254:11048 147.11676:11886 149.02330:59946 150.04643:831380 151.05426:1912354 152.06206:5264735 153.06990:1793510 154.06519:852812 155.06056:336192 155.43518:7718 156.09325:4702 157.71841:2887 159.11682:13174 159.82021:2894 160.85918:22057 161.13248:61630 161.85556:100673 163.00273:10821 164.04948:348111 164.98549:14516 166.06517:188594 169.06514:19350 170.07262:6901 173.13246:20152 176.04977:24742 177.05748:498696 178.06514:2356486 179.07294:2364356 180.03381:70327 180.08075:27006060 180.12585:81168 181.08846:21630389 182.09195:2697932 183.09532:168758 184.08823:24545 185.09616:144 187.14813:19182 191.00121:20953 192.98026:6214 193.05016:12078 194.09633:11419 195.82346:10670 207.61650:10620 208.03178:67151 209.02936:70112 209.08162:12918 213.09081:19795 215.17938:153109 221.08452:13050 223.80392:243218 226.79916:26197 239.17953:42094 248.98839:11211 251.03722:6869 253.01665:32471 256.23987:43580 256.77509:29145 259.76767:38161 265.01990:1024 267.06882:4169 352.63629:10119 401.19568:10885 413.29327:12568 421.17065:28609 421.23422:92711 421.26886:34726 428.53897:10428 446.87671:9556	94230	0	0	0	0	0	0	0	0	0	94230	0	0	0	0	0	0	0	0	0	0	0	0	0	37646340	62863734	67028832	1042241	19973020	5939628	273444	2885296	1752160	29913265	17027792
775	13.302	1965.79	421.3143616	Unknown	0.2	null	null	null	null	null	null	999	FALSE	FALSE	FALSE				FALSE	FALSE	null	null	null	null	null	null	null	0	46289.31	AKD_SEDI_A20-P28	101.05983:11710 102.96710:14789 103.97501:17353 105.03362:22881 109.99126:6275 111.02637:31715 112.08833:7816 115.97497:5407 120.08084:55232 120.16488:6729 120.75447:5572 121.06498:2972 122.03626:35584 124.07594:8541 127.46911:6114 127.86158:5869 127.91549:43974 129.03680:41916 130.88307:14998 133.01370:43573 133.93137:6851 135.06259:37588 137.04185:28842 139.05435:16056 141.89713:12474 143.08559:3362 146.07272:26645 146.10907:14990 146.93863:12162 148.12474:26690 148.99080:23085 151.05426:56683 152.98248:18175 153.06996:7691 155.01547:15034 155.08557:83599 157.06480:17341 159.08067:1209 160.85919:48733 161.85558:37759 162.96971:10961 163.05409:9721 163.85138:63639 164.15588:9105 166.07339:18009 167.08556:9504 168.08086:19010 168.77156:14221 169.10158:4267 169.93448:7247 170.07265:3671 176.98528:3814 178.07780:9984 179.08554:36848 180.08102:3989 182.09645:15939 191.78358:1571 191.88246:6570 192.00066:35510 193.01665:26395 193.04997:28187 193.82768:68335 194.82718:24556 197.13263:20435 199.16919:3441 202.07785:31909 207.10197:29824 208.03203:28996 209.02933:46403 209.13283:8782 211.00726:6172 213.09106:17527 213.18471:6141 225.04312:34340 226.79918:20697 255.77615:72611 256.77554:15361 259.76794:3335 267.06833:23085 282.05042:26839 287.34839:6932 295.75378:6567 336.66510:7332 391.90314:6432 416.08353:7160 421.22607:23325 421.27509:38453 421.31436:90248 427.26505:6217 440.66141:5791 486.88715:6791 562.89117:6352 607.74207:6786 641.27094:6606 653.97797:6176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185310	21330	119143	2863	60236	2020927	36773	0	0	31834	33651
776	13.346	1969.1	188.0943756	"(5-methoxy-1H-indol-2-yl)methanol, acetate"	0.04	-1	1932	C12H13NO3	null	null	null	340	FALSE	TRUE	TRUE				FALSE	FALSE	0.66	-100	65	0.7	0.606	0.731	0.752	29.8	1603849	AKD_SEDI_A23-P37	104.06208:88618 110.01868:6767 111.04412:103822 116.02891:319177 116.06216:429320 117.05730:220815 118.06517:173725 118.99802:8971 119.04918:3701 123.04414:23237 125.05981:47781 126.06759:19331 128.88721:196191 135.04413:84065 137.04175:50938 139.97502:33542 142.07785:63978 142.45274:18004 144.08083:116848 144.09328:121304 145.07603:2693493 146.07953:369411 146.10919:29363 147.06554:8744 149.09622:52514 151.05423:993 152.06209:43329 154.07767:68410 155.06026:29776 157.07610:38222 159.09167:2039471 159.11684:19717 160.09950:899729 161.05968:1966 161.10281:65409 161.85556:168155 166.06528:51097 167.08556:1878 168.09344:11574 173.13255:12079 175.14809:34672 179.03468:28246 179.08559:11247 182.09207:44032 188.09438:1603849 189.09782:139600 189.16357:48855 192.83138:214787 192.98051:98589 193.01672:39562 193.04993:190666 193.82771:55580 194.82721:67070 195.82353:130744 197.13222:46100 212.08321:46437 224.80353:22921 225.71297:18885 296.14557:19583 336.99707:22908 346.25055:19826 406.22025:21007 421.48917:68779 477.39059:18188 504.93774:24470 537.65131:23085 543.54639:19206 569.93237:17702 628.67572:17449 734.71777:21237	9804	3983	3930	3771	3917	8769	2729	2185	5718	3661	9804	3983	3930	3771	3917	8769	2729	2185	5718	3661	1971	583	1187	1741	249384	984441	475184	2298	329324	2761565	16693	28816	262444	572808	0
777	13.351	1969.5	135.1168976	Unknown	0.04	null	null	null	null	null	null	999	FALSE	FALSE	FALSE				FALSE	FALSE	null	null	null	null	null	null	null	0	340379.2	AKD_SEDI_A17-BL1	100.05191:14643 100.08370:1749 100.57576:1673 102.96668:10009 103.00298:8046 103.96623:348 104.02576:6252 104.98237:2396 105.03358:1124 106.04137:3992 106.07774:2754 106.96239:900 107.08559:76732 108.05700:2491 108.09348:20325 110.07260:5086 110.10458:1493 112.05193:7802 112.08831:8332 112.12466:1148 113.09615:12671 113.13255:1804 115.00307:1041 115.05431:14939 116.00260:4096 116.06211:8556 116.98232:4848 117.01869:2989 117.06994:23253 119.03124:15378 119.08115:11020 119.08562:3506 120.09348:5718 120.97714:5442 122.03628:8527 122.09624:11985 124.11211:1666 125.02335:1348 125.05975:7193 125.13248:8035 125.98743:9784 127.14809:6928 129.06544:9557 129.06993:18843 131.03438:2035 131.04926:2481 131.08562:5142 132.08092:2138 132.92285:1067 133.01366:32662 133.05000:29961 133.06500:20155 134.03630:12590 134.10910:3541 135.11690:118657 136.06584:11251 136.12030:13505 137.00854:778 137.04178:5894 138.04504:6066 139.05432:8800 140.04962:3154 141.06995:7904 142.07323:1654 143.03430:2758 143.08562:7979 145.06488:18194 145.10126:18417 145.51003:1860 146.07269:6910 146.10898:4914 146.93854:4206 147.06563:72008 147.11691:2830 148.06519:7145 148.12462:2523 148.95424:2033 149.04489:27537 150.04424:14796 151.05428:10036 152.06213:1812 153.06984:733 153.12749:11198 154.07765:2952 154.98134:2909 155.01570:5570 156.09335:4306 157.06473:8180 157.10123:2854 158.97482:1809 160.05203:3898 160.95412:3336 162.03105:2094 162.14011:2527 163.11171:5675 164.94888:4518 165.01863:2529 165.16374:4374 165.98494:3661 168.09332:2328 169.10117:4184 170.07271:522 171.01099:2448 172.12453:5156 174.06767:3848 175.03946:2400 175.11151:3185 176.98544:7851 177.05484:4259 177.12732:4548 177.16371:600 177.98489:4732 178.96452:7626 179.00099:4995 179.03430:8577 179.17918:2426 179.96429:2541 181.06474:2914 181.08604:4984 183.08041:11584 183.11688:7746 185.02676:3477 186.13602:3347 189.02187:1852 189.12747:4372 190.07750:8777 191.00105:25739 191.03751:999 191.07071:3124 192.07837:10007 192.09323:1735 192.98038:8938 193.01682:5447 193.04997:35401 193.97990:12105 194.01599:10656 194.04941:14768 194.09645:4108 194.99568:14730 195.11691:7430 197.02495:1206 198.10390:9499 199.14792:7078 199.81223:2071 200.10410:2202 201.12701:1695 202.07765:1023 203.00098:1933 203.67868:1664 204.09337:11987 205.08623:523 205.15831:1256 206.10901:6247 206.97620:732 207.06557:1012 207.62920:2101 208.07304:3889 208.10547:3045 210.08023:1184 210.12767:1561 211.00766:8048 211.11154:734 212.08340:4607 213.05721:619 213.09097:12627 214.09424:2802 217.10124:2243 217.19551:2196 218.10938:2673 219.11702:4373 221.08441:28487 221.11763:582 222.93677:405 223.08125:14676 225.04298:25049 225.07686:3278 225.11269:8508 226.09813:4173 234.97321:1889 237.02180:3943 237.07912:1866 240.09460:1966 247.00937:4071 250.96799:1571 251.00388:4541 251.03752:10046 251.07355:2670 252.98312:11295 253.01682:17775 253.08614:5649 255.01370:11484 265.05295:2001 266.01962:1424 266.99930:19007 267.06897:8678 268.99582:1825 269.04813:10792 269.06601:4488 269.97629:3944 281.05127:46198 281.08496:8096 282.05020:6160 283.04791:4863 283.09998:6036 285.01004:4338 285.04459:3040 297.09967:1924 301.07361:4360 309.02472:4706 311.00409:8265 311.07379:7249 313.05313:6913 314.05554:4954 323.00781:5303 325.05618:3390 325.09094:2959 327.03555:14705 327.96594:1575 328.10800:1051 329.03265:1370 339.03860:470 341.01807:4871 341.15710:3381 342.01819:447 342.15933:2827 343.01498:1412 355.13965:2112 357.06705:5795 358.91235:2214 387.07162:2738 388.07263:2853 399.07520:4255 400.98499:1223 416.10690:2015 420.61929:9744 420.64160:13120 420.65762:15247 420.67267:18155 429.08832:2063 453.62103:1984 461.09094:4364 462.09332:5368 475.14224:4309 489.12570:5423 491.12228:6320 535.11023:3722 536.11285:3576 549.16254:5547 550.16339:3475 551.16058:4845 563.14789:370 587.04596:2152 603.07074:2040 625.38605:1851 696.37836:2053 716.29645:1946 737.02191:1880	106616	114635	46105	33449	19410	44253	31303	18624	20255	16025	106616	114635	46105	33449	19410	44253	31303	18624	20255	16025	15373	12581	13506	1490320	4290445	885396	3933230	4553471	6860329	5139973	1187124	10105198	8654736	9013618	5825086
779	13.364	1970.47	153.9954224	Unknown	0.04	null	null	null	null	null	null	999	FALSE	FALSE	FALSE				FALSE	FALSE	null	null	null	null	null	null	null	0	42688.25	AKD_SEDI_A19-P27	102.13041:11903 106.04136:629 106.95513:4951 107.04918:50809 108.08077:26878 108.09333:98340 108.77540:11560 110.01852:21811 110.09647:28904 115.00305:11403 115.31630:11730 116.98263:6663 117.06992:109130 118.07769:15501 124.04751:5028 126.04635:50127 126.06762:60079 127.05421:3903 127.86153:6812 127.96954:11060 131.03427:14414 133.06470:90090 135.06253:23054 137.42209:11064 138.06706:8773 139.05421:8417 139.97496:6565 143.08565:13138 147.06561:16975 148.94214:21746 148.99077:3751 149.02315:23965 149.09612:28942 150.14032:14013 151.05417:22298 152.98264:12480 153.99542:39042 156.09335:26732 158.07265:16623 159.06218:14234 159.82309:15055 159.93579:10676 160.21425:12439 162.85495:18340 162.96965:17679 163.85133:47072 165.06981:19339 165.84657:5874 167.08551:5959 169.10121:26630 170.07242:25310 175.14819:32871 179.07304:39972 184.08824:14757 185.09605:9001 191.00121:4608 191.78337:11357 192.98016:3276 194.05336:6246 209.08096:7844 221.08437:7924 227.79558:23108 248.98866:7732 249.31468:11937 251.03735:14522 255.77617:115627 257.77173:10356 259.76706:12848 266.99930:13889 267.06860:36852 271.94876:12879 338.62921:10873 341.01721:18518 355.45038:13195 421.15643:3797 421.22308:37936 421.23932:51171 530.22754:11613	0	1093	1347	0	0	0	636	0	0	0	0	1093	1347	0	0	0	636	0	0	0	0	571	0	3350	0	59608	56687	13803	36246	36963	7755	125280	61674	14985	16788
780	13.375	1971.27	133.1012	Unknown	0.04	null	null	null	null	null	null	999	FALSE	FALSE	FALSE				FALSE	FALSE	null	null	null	null	null	null	null	0	234414.9	AKD_SEDI_A29BL2	103.92109:2373 104.04957:5249 105.66661:2393 107.95815:2674 108.08083:2483 109.01063:8584 109.06496:10926 111.08053:6077 112.05193:4229 112.12023:1729 112.82382:2637 114.04651:1771 114.06764:3698 114.11394:2494 115.00306:7377 117.05733:1789 118.99803:4072 119.04475:11578 119.08126:15334 121.01074:10235 121.06493:9248 122.09646:12932 123.08053:5553 124.05209:1978 124.99773:1577 125.09622:3524 127.86147:8176 127.91553:3838 130.06531:8207 130.07773:8848 130.37799:2369 130.88293:2030 131.05244:8251 132.92278:682 133.06491:20592 133.10120:96063 134.03638:1112 135.01053:12642 135.04413:8197 135.06255:5750 137.04185:8603 139.05443:4038 144.08092:7240 146.07268:5246 146.09648:3986 148.99080:4351 149.02330:9159 149.04480:13356 149.07809:7691 152.14336:2518 153.99072:10419 156.64026:2521 158.07262:5808 159.82304:2048 159.89902:1639 160.85921:9135 160.95447:310 162.10374:2600 162.85501:1420 163.85138:1385 164.98546:4542 165.01866:1678 166.99821:1850 170.07257:2103 170.10909:1472 171.08066:7930 172.08810:4737 176.06194:447 178.96465:995 180.17458:1369 183.08078:729 185.09607:2921 186.87999:2572 187.14815:9378 188.92674:2925 189.06982:910 190.07793:5043 191.00108:7489 193.10120:13553 193.82768:840 194.04919:1098 194.19046:3680 195.04660:7286 197.13257:4614 200.17250:1689 201.16393:6683 202.07791:5395 207.10194:3624 208.07300:2070 208.10097:9586 211.00760:860 211.14832:2826 212.08339:3438 214.18776:8900 215.08559:2939 218.94708:2579 223.00989:9555 225.04292:1788 225.79974:2349 226.04224:3021 226.79955:4301 227.79521:4571 239.09521:2954 241.19539:2910 249.98820:97 250.96786:5009 251.00417:4033 252.09334:2801 253.01733:1654 254.20294:2923 256.77560:5004 257.77197:7060 266.02011:3174 266.99924:3064 267.06912:4955 283.04840:1165 283.10049:2975 296.10376:1453 297.02786:2727 299.06177:478 318.12817:2871 319.60098:3161 324.98669:2298 326.96613:1150 327.03619:5664 335.10876:2509 341.01785:727 396.53430:2473 403.54626:2687 421.23779:9645 461.66327:2570 537.44897:2534 629.42352:2843 635.64337:2572	343435	91615	93361	95567	112862	91288	45387	119142	80866	54725	343435	91615	93361	95567	112862	91288	45387	119142	80866	54725	72002	41758	36095	769483	1530861	723647	1778679	557293	935560	2503519	566938	2710091	1564682	1278037	506462
781	13.393	1972.6	193.8276978	Unknown	0.08	null	null	null	null	null	null	999	FALSE	FALSE	FALSE				FALSE	FALSE	null	null	null	null	null	null	null	0	830108.8	AKD_SEDI_A29BL2	100.04747:1044 100.95152:704 101.21088:2702 102.04651:4418 102.96672:1799 104.04949:8431 104.23448:2265 105.03361:1717 105.99071:3765 107.04922:18897 108.00622:4686 110.01852:1882 110.07269:4362 110.09644:10245 112.05196:11934 112.08835:843 113.03861:2981 113.05973:479 113.09194:5905 115.00305:1435 116.00259:492 116.98252:1726 117.01863:121 117.50636:3926 118.04137:10277 119.04490:684 119.08114:5156 121.01066:1053 121.06487:4000 122.03635:12467 124.03405:4784 126.12771:3991 127.86198:4745 128.88721:15776 129.05739:1724 130.88303:10121 131.04951:6808 131.20193:2666 131.87943:8464 132.08089:10738 132.08893:3939 132.92279:1867 133.01364:11734 133.06502:13286 133.93117:10349 134.03627:19270 135.01048:5570 135.02620:4212 135.04401:3254 135.06252:14750 138.12784:5505 139.01407:317 139.14803:2333 140.25299:3419 144.08081:1651 144.79332:2391 146.07266:7123 146.93871:2199 147.02644:7217 147.06561:15769 148.06538:17957 149.02333:10709 151.02408:1009 152.14337:7022 153.99086:4892 155.01541:2743 157.70815:1371 159.82391:946 159.89751:1561 160.85919:1826 162.03732:2536 162.85498:4118 163.05428:4413 163.85141:4467 168.09338:10707 169.10115:4098 170.07254:3328 170.10904:2037 171.08034:3302 172.14128:3125 175.03951:3036 175.97754:2337 176.06203:1991 178.96475:3342 182.09657:10323 183.08038:1099 188.98561:3853 189.02191:2235 191.08557:9822 191.17961:2326 192.83142:2170 192.98042:2336 193.10120:12606 193.82770:53826 193.97990:9211 194.82704:654 194.97725:11815 195.11700:11506 196.11974:4681 202.07759:7925 203.08551:10008 204.09332:4641 205.05350:6043 211.00787:9338 211.06047:5070 211.14819:3635 212.08348:1005 212.97047:3692 223.08147:3569 224.80305:2683 225.79982:6311 226.04179:10789 227.03960:4325 249.98843:5147 250.96820:2746 251.03725:1908 255.77609:9955 256.77548:13537 266.99939:6547 299.06235:7541 317.24973:557 324.98672:530 329.31451:2509 397.83652:2753 415.10663:3658 421.21033:19118 421.26425:10033 429.08902:3284 512.33618:2213 554.57465:1478 572.00189:2704 600.37378:2635 730.97632:2762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4041371	10154354	25222731	586653	16793635	7933929	952876	7377246	2030596	12055151	3760486
782	13.38	1971.64	161.85555	Unknown	0.04	null	null	null	null	null	null	999	FALSE	FALSE	FALSE				FALSE	FALSE	null	null	null	null	null	null	null	0	14434250	AKD_SEDI_A22-P30	102.96705:11801 104.02566:11925 106.04132:10080 106.93948:28990 108.05694:6811 109.01077:13373 109.06490:24223 112.08822:23462 115.00301:17481 118.04165:25307 118.99800:24494 119.04887:72278 121.01070:8574 124.07582:4163 131.05252:39892 133.06488:162314 135.04416:23777 135.06258:28554 136.05176:7380 141.06992:5795 141.90320:22376 142.89894:12617 144.09326:30584 145.06483:13950 146.07274:36185 147.02644:10219 155.08557:61773 157.06483:5872 157.10109:16792 158.07298:16973 159.08051:35747 159.82227:8700 159.89586:1556 159.93440:18913 160.85915:132097 161.81686:122 161.85555:336793 163.85132:111121 165.06987:6846 165.84700:2407 167.08539:11737 169.10127:4438 170.07278:199 176.98523:17548 179.03455:11133 182.88031:8327 189.06958:768 191.00111:29026 191.78180:5337 193.10129:14357 193.82762:183338 195.82332:63896 199.14792:36975 207.10193:20733 208.03192:46282 209.02917:46235 209.08095:13586 213.09091:7603 221.33646:10040 255.77611:210820 266.99902:6172 267.06943:12862 281.05127:22395 295.10397:14549 302.62115:10559 332.07681:9173 341.01910:35216 357.25150:8912 381.64804:9272 410.51437:10316 421.51511:3748 421.54221:14666 421.57758:29656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20309942	32439775	40424396	5441024	26901970	19313464	11639692	22394484	8770156	19848227	5075588
784	13.395	1972.79	243.2109833	Unknown	0.04	null	null	null	null	null	null	999	FALSE	FALSE	FALSE				FALSE	FALSE	null	null	null	null	null	null	null	0	95643.25	AKD_SEDI_A23-P37	100.03416:4544 102.06768:12983 104.04944:5222 104.06208:33736 106.96873:2279 107.04919:11911 108.08083:50635 109.01053:5867 110.09648:45755 111.71869:15379 113.86964:14085 114.77196:13943 115.00315:15368 119.04923:46842 120.05714:3231 121.01083:42940 121.06490:29089 122.09644:215348 123.08049:121348 125.04210:60874 128.74756:12568 128.88719:48018 128.98293:28922 129.88362:71957 130.88300:15877 130.99849:10520 132.05695:2182 132.09355:70700 134.10910:32823 135.06255:29379 136.05200:69992 137.04184:43473 139.05426:19921 139.97498:21606 141.06999:9604 141.90337:13555 147.06557:43790 148.12473:3990 149.04498:22193 150.06778:10277 151.05431:61494 152.98268:31715 153.06985:14115 153.99063:6610 157.72473:8410 158.09639:53639 159.82243:4829 159.89584:6368 160.85919:24511 162.96974:42763 165.06990:10587 167.08543:8675 169.10136:12910 173.65709:12500 181.10124:55958 184.08826:25870 187.14813:46740 189.06999:25307 189.16386:19502 191.14290:25027 191.17947:21715 192.83134:13313 194.82709:33515 195.11665:26450 195.17441:2252 197.13280:38619 201.16402:18636 202.07759:45993 203.00060:18605 208.07332:33983 209.08131:3303 210.18523:14402 215.17970:28333 221.08441:6277 223.80397:103760 226.79924:33030 231.21132:16939 242.57916:14523 243.21098:90494 253.01677:34035 255.77614:42706 256.77551:36139 257.77197:63531 259.76788:8875 264.32098:13504 265.02002:26825 267.06900:260 309.14005:13846 384.48318:12823 406.68674:13131 420.94058:12296 421.32745:61427 421.36713:76877 463.46271:12420 470.87222:13831 516.90521:12051 606.55908:13742 618.09143:13241 715.38550:14313	2848	1841	1291	1724	3244	587	813	0	621	2094	2848	1841	1291	1724	3244	587	813	0	621	2094	14673	13907	10171	34710	184036	72892	400427	237435	496314	186411	113332	640676	476297	396100	244022
785	13.399	1973.03	105.033577	Unknown	0.04	null	null	null	null	null	null	999	FALSE	FALSE	FALSE				FALSE	FALSE	null	null	null	null	null	null	null	0	413880.9	AKD_SEDI_A27QC1	102.96706:2604 104.04951:36035 105.03358:62932 106.06524:25809 106.96521:9599 108.08085:32194 109.01080:15949 109.06489:14409 110.01859:154 111.02639:33118 112.03429:14627 113.04207:35978 114.06763:1067 118.99807:8492 120.08086:8929 120.75352:6553 121.06500:22018 123.04416:3268 123.10426:39287 123.11687:16495 125.02336:5483 125.09608:5469 126.06763:31610 126.12785:19279 127.05431:20906 127.91523:3876 130.88310:11855 131.05264:10817 132.08089:5333 132.08902:17454 133.06483:44538 133.93150:19130 135.06253:16477 137.04187:4493 137.09622:11971 144.08098:20212 145.05237:21219 147.06557:10791 148.12468:30859 149.04497:13465 151.02414:15189 151.11177:12785 152.11966:11329 153.12747:15434 155.06035:5485 157.72185:8834 158.07269:29716 158.12582:11657 162.14075:2494 163.85138:34642 164.06215:4498 169.10104:5145 171.36284:10306 176.98553:11424 178.07745:2698 179.79082:10280 181.82565:11722 183.11699:2457 186.15700:10451 189.16428:10164 191.17957:22732 197.13261:4402 200.17259:20008 203.08571:13109 205.05359:9857 208.03166:24635 208.07343:14669 209.02928:49216 209.08116:14600 211.36470:9933 212.97028:4976 215.08598:5120 216.10869:9331 222.08377:21717 224.80316:8218 231.25937:8949 243.21101:10773 244.21434:12567 258.77066:19267 262.27957:11360 323.82782:13619 341.01804:6292 354.79865:11063 391.08972:11023 517.71350:11583 524.84485:9362 539.02081:10992 554.57251:21280 644.44458:10866	281307	320741	453778	257211	116793	244110	290454	339994	212822	249099	281307	320741	453778	257211	116793	244110	290454	339994	212822	249099	168991	132549	241307	789185	630946	1164087	914303	300478	1694970	989905	1145017	920609	1050736	815062	399941
786	13.413	1974.1	203.085556	Unknown	0.24	null	null	null	null	null	null	999	FALSE	FALSE	FALSE				FALSE	FALSE	null	null	null	null	null	null	null	0	9890.53	AKD_SEDI_A20-P28	100.04736:9586 102.96696:10529 104.06209:36643 104.46884:7122 105.03358:41595 106.04131:13474 108.08075:38315 108.09341:41131 108.77513:7369 110.01857:31486 110.09644:3085 111.08047:8292 111.53399:7453 112.15964:6644 113.90373:8379 114.06763:35908 115.00313:7974 116.06206:7655 118.07771:5712 118.99796:9487 120.08889:49256 120.17458:4158 121.01067:22301 123.02629:5893 123.08054:17515 124.07582:3336 125.05975:10511 125.09625:2279 126.04643:6320 126.06758:5975 127.05441:15683 128.88713:12458 129.05733:53066 129.06989:83103 130.88292:8506 131.05257:8414 131.08560:19386 133.06483:27703 134.03625:27134 134.10912:6874 136.27484:7336 137.04170:13441 137.09619:31542 138.96693:8700 139.97496:26314 141.06995:53780 142.07779:21600 143.08563:45324 144.05708:7313 146.93839:6019 149.02325:3796 149.04492:29985 149.09618:40680 150.13536:20809 155.08559:37987 158.07253:30035 160.85916:26244 161.05949:20343 161.09604:23810 161.89339:14117 162.85498:23416 165.84702:12544 167.08557:14895 168.08119:37367 169.10123:7351 170.07260:2706 173.24756:8010 175.03937:11176 176.98503:14486 178.44061:7668 179.08557:65690 179.17935:5051 183.11658:6919 189.16432:11716 191.08539:28032 191.17986:10508 191.88089:21140 193.05000:43404 193.10104:14403 195.11671:6888 203.08556:20446 208.07304:27827 211.11153:8794 213.18503:19634 215.17926:5807 221.08443:1053 222.00174:8142 224.80327:16348 225.04305:22069 225.79973:7701 226.79921:12804 234.31322:8450 238.83496:7368 250.96790:10611 259.76727:22648 265.01965:15235 278.88751:9347 282.05130:6081 324.98734:14916 325.26834:7946 494.64133:7376 519.93134:7977 544.08453:7860 619.30182:9309 746.08276:8674	47314	23546	24237	10915	14013	16184	9545	19358	6734	11970	47314	23546	24237	10915	14013	16184	9545	19358	6734	11970	11735	11428	5329	36879	40742	14881	13342	21328	11678	15178	25538	10420	41155	17260	34126
