								Class	Cal0	Cal0	Cal0	Cal0-005	Cal0-005	Cal0-005	Cal0-01	Cal0-01	Cal0-01	Cal0-02	Cal0-02	Cal0-02	Cal0-05	Cal0-05	Cal0-05	Cal0-1	Cal0-1	Cal0-1	Cal0-2	Cal0-2	Cal0-2	Cal0-5	Cal0-5	Cal0-5	Cal1	Cal1	Cal1	Cal2	Cal2	Cal2	Cal5	Cal5	Cal5	Cal10	Cal10	Cal10	Cal20	Cal20	Cal20	Cal50	Cal50	Cal50	Cal100	Cal100	Cal100	no spike	pre 5	post 5	pre 20	post 20
3354	7.101	207.01202	1-Naphthalenesulfonic acid	[M-H]-	7	207.0121	Quant\notlatePFAS	42.27	1105460	299847	187187	483568	988090	904152	1078405	1707027	503630	333836	1376342	0	1236391	239417	1380278	1590003	2352612	863501	1385744	2023936	1748645	4755776	4794149	3581030	6121862	5847534	6496196	11649875	9669445	10759303	28820396	27102296	27271082	54954880	52022992	55232500	105956736	97891208	105837544	274468448	289653856	291944448	515027552	517432064	500271360	2850361	21202986	23922386	88633824	87126776
1	10.62608696	143.0502	1-Naphthol				Quant\notlatePFAS		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	823446	747631	2942417	1644766	997787	6084752	5515837	4492946	14827224	10634731	14170716	31625128	32010687	30011017	65706487	60873388	66130571	171334600	172277036	172844596	368986999	378245021	290326339	0	14075538	17258872	45285197	53725856
3	9.25	218.9621	2,4-Dichlorophenoxyacetic Acid				Quant\notlatePFAS		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344552	0	0	264430	309794	742016	1001563	1050388	2137371	3451738	2441729	4772075	5453231	4680744	13418308	13533948	14327550	32695435	28277506	28372420	62277648	57141047	59071729	150803861	142530092	144509002	272319858	264824290	261325100	0	11879529	12854024	44203837	44715241
2491	8.888	182.0206	2,4-dinitroaniline	[M-H]-	8.79	182.02071	Quant\notlatePFAS	929.45	1046939	286878	484069	515214	603225	733797	821721	1383107	1846020	2405982	1051493	2580905	4746700	4991164	4758240	8152584	7675888	7461429	16342669	18645556	16064031	38885308	38738304	40041652	79157776	82069056	75183776	145459184	139634528	151919024	389656736	388213856	412385760	844285184	803716736	828373504	1673001984	1588389376	1610893952	3936572160	4118317824	4000468480	7327141376	7123035136	7040548352	3512643	338511520	345915168	1262594944	1308699264
2511	6.775	183.00464	2,4-Dinitrophenol	[M-H]-	6.67	183.0047	Quant\notlatePFAS	268.69	3467200	3027238	3863854	3380644	2239362	2355786	3572871	3109135	3517241	3137216	3251504	1938946	5294608	4990102	3139712	6158366	4912614	4763570	9315464	9017942	8897427	19343066	18769836	18261682	39174460	37944792	37332796	79596120	77397256	75423032	189675712	176275440	193108416	366279648	371761184	384358528	835279168	781620352	761625152	2018918272	1987435008	1948982912	3808474624	3611524096	3634665472	3388479	145086496	157200576	612769408	618263744
1820	9.246	160.95659	2,5-Dichlorophenol	[M-H]-	9.15	160.9566	Quant\notlatePFAS	56.48	0	0	0	0	0	0	224434	229260	0	0	0	0	0	460480	0	345351	0	480206	1088606	849102	728525	1941987	1581250	2294388	3516012	4504554	4418575	7201932	7638678	8596345	22018534	22270672	22925066	51545276	50017280	48590584	99031928	103950328	99001560	238983280	231968272	226243776	445111424	422487232	428900960	0	19173616	19203682	66713952	73155544
5162	10.458	259.93118	2-bromo-4,6-dinitroaniline	[M-H]-	10.37	259.93121	Quant\notlatePFAS	454.29	0	0	0	0	0	0	0	0	0	0	0	0	888240	0	0	572270	0	392626	1842778	1403766	1090379	5286560	5265702	6057935	10400169	13119405	10625106	20432650	22316898	20734602	54482008	55116168	62089784	120822432	113942944	119715864	245508848	234128016	243772160	635317312	656734208	622935616	1258123264	1185886464	1196446464	0	58455536	60543528	219587728	220358224
1206	6.821	133.04073	2-Hydroxybenzimidazole	[M-H]-	6.73	133.0407	Quant\notlatePFAS	11.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240201	268149	270599	0	0	255100	0	351580	0	229778	602404	227950	983212	2453794	2192306	2277204	6622628	6220224	4989140	13138671	13635261	11909429	34300716	32277312	30672408	64139544	66193068	61809244	162346	1905136	2884914	5242516	6835762
3355	7.474	207.01205	2-Naphthalenesulfonic Acid	[M-H]-	7.38	207.0121	Quant\notlatePFAS	39.61	13144714	10618031	9445190	9912109	12446164	9330907	13676642	14332988	10074248	11134682	16136865	8507034	9952307	9402428	11180910	11952098	10279558	11416444	10904782	8996045	10933849	19632978	16728850	13631837	20912940	18225562	15897451	23073418	23917536	23988032	49188804	46342176	53132616	86363888	84341712	88568912	166954128	162546048	170426096	396963520	409463008	412793312	754222272	780459584	743090752	20016870	41549420	44226660	139054992	132284760
2	10.4148	143.0502	2-Naphthol				Quant\notlatePFAS		0	0	0	0	0	0	0	632578	0	0	0	0	0	0	0	0	0	0	0	0	0	1780244	888676	1649492	2125852	2106463	4110721	6626499	7770465	8362629	21013068	17387478	19864539	46208577	43129855	41586227	92936175	85621380	91910722	255131201	244713029	243840772	469280135	457086710	463372775	0	18538583	17970926	54802203	62550632
2984	10.39	195.91287	3,5,6-Trichloro-2-pyridinol	[M-H]-	10.31	195.9129	Quant\notlatePFAS	25.02	1109877	250825	814123	518812	329323	655963	284223	803206	603879	879962	437189	381646	1504133	324932	552169	745186	1724442	2102380	2678138	3402652	2577898	5803430	6097570	8186202	12040272	12159858	13435139	23670404	22856996	24875840	60940300	63627352	64276976	136362400	140732176	138627472	289812096	285370784	279214080	758762496	684179392	675361856	1339546240	1231256064	1215169664	1545174	62547812	49745384	229826112	188043760
4377	12.403	235.17021	3,5-Di-tert-butyl-4-hydroxybenzyl alcohol	[M-H]-	12.34	235.17039	Quant\notlatePFAS	84.5	11964297	13912656	13268174	13131610	16213458	11391182	8811775	14540481	12731743	11478517	13607859	10922098	10363688	9041594	10421271	6484126	11447401	9406144	10427290	8761650	8625260	8198060	11996261	11055525	15490171	10610870	12205123	16140251	14255710	15159522	27162732	10874581	27727538	49322556	50692640	52020460	85443568	89226824	85693464	192904256	209515680	197372880	393040544	388160576	382592128	0	0	0	0	0
2681	8.762	188.07158	3-Indolepropionic acid	[M-H]-	8.68	188.0717	Quant\notlatePFAS	276.01	540613888	545499008	545014336	509248256	479819872	487355008	440887520	463396096	453524096	412798016	406013120	422090080	390076064	396827456	393031904	387301888	392935680	382519008	367555424	384332544	362614176	362831200	361529888	360938784	388498016	368579840	359187328	347488448	375249600	364456896	354846208	379202016	386946784	404084448	386864928	390946720	444654592	437582496	426874816	539377792	519029216	510871552	673869696	648065280	621131712	0	0	0	0	0
3595	10.544	213.0556	3-Phenoxybenzoic acid	[M-H]-	10.48	213.05569	Quant\notlatePFAS	16.31	30833832	26800908	28276330	27923476	29952532	27162458	25018624	26541578	26687410	23581342	23880214	24966516	25045282	22840154	24898260	20143336	19505736	19046330	23026906	25666632	22626534	31245676	26530128	25395132	32099036	21265904	28095268	30805642	36915624	31901832	49389092	54100556	45173372	81429232	75427840	73072200	144710464	133515864	148570496	335744576	352387648	349715008	642185664	668532224	613401664	3810168	30126638	32371638	80270208	81646312
1190	8.624	132.05667	4- & 5-Methyl-1H-benzotriazole	[M-H]-	8.56	132.0567	Quant\notlatePFAS	166.22	0	0	0	0	226189	0	0	0	0	0	0	0	297664	266498	312285	1064919	0	293779	2101842	3544705	2556138	7493645	10151986	6070670	15641982	16605457	14582440	27561976	28439818	26889380	75889584	72132344	75693520	165565136	160598016	165805264	333300896	313720384	334534720	823795328	840576000	785267072	1488787200	1511670272	1474266624	747125	68200248	67666568	203310160	207745904
1694	8.611	157.00609	4-Chloro-2-hydroxymethylphenol	[M-H]-	8.51	157.0062	Quant\notlatePFAS	21.11	0	0	0	0	263601	209636	0	250661	247816	0	245745	358105	382266	0	511973	250629	359120	430577	1148404	810278	2027601	2887119	3533313	4023242	7432984	7149560	8757247	12006975	12349368	14525586	35231780	31091978	40878328	81121536	78042104	79421776	161552704	155976704	161740624	393394304	418466176	394735712	743021440	741810240	733232704	0	33703869	33565974	102131618	104673268
1069	8.601	126.99555	4-Chlorophenol_1	[M-H]-	8.5	126.9956	Quant\notlatePFAS	8.63	0	0	0	0	0	232361	0	0	0	0	0	0	0	0	0	0	0	0	217481	0	0	0	0	0	307692	0	0	270732	839359	640513	2273386	2651396	2250798	6607299	6023511	5814104	12100680	11598502	14189699	33505534	33849420	31598944	61155352	60612700	64216084	0	2438792	1837530	7970106	8186650
1070	9.851	126.99557	4-Chlorophenol_2	[M-H]-	9.78	126.9956	Quant\notlatePFAS	21.09	297252	0	236328	0	289931	308482	0	254133	0	0	262875	0	536786	308482	0	0	278527	642109	610983	472113	539329	1294874	994069	299843	2234403	2371313	2073457	4038314	4393146	4571348	11907747	12331329	11380791	26955094	26532808	27110982	55892984	52252280	54312836	138406944	142047040	148972912	257761392	275838592	260079632	332432	13036359	13018642	37785376	36771208
1071	12.386	126.99589	4-Chlorophenol_3	[M-H]-	12.33	126.9956	Quant\notlatePFAS	9.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1014412	1142245	1186037	4571394	2575582	3724292	7327129	7458492	7741146	14641413	12631557	14331074	38665052	36521612	37906144	62852324	68725640	65703028	0	3301892	2071468	12408553	11370870
2811	6.912	192.06654	4-MethylHippuric Acid	[M-H]-	6.8	192.0666	Quant\notlatePFAS	36.29	10616328	12700386	10647069	13790366	16267095	11780938	10734584	9943890	9633590	13449442	12354569	11690512	8712226	10696208	11334705	8608247	9299591	10143027	13392235	11220997	10124854	10371442	12269093	9536588	13187328	13737579	13031328	16194866	23613072	22290212	36855124	35835808	35293224	60930268	62238328	61075764	118593008	119771904	115441528	287680416	290836160	277447328	536425888	506552480	496875648	6297606	25312138	24314864	89594680	87706400
1322	8.21	138.01961	4-Nitrophenol	[M-H]-	8.12	138.0197	Quant\notlatePFAS	369.06	5135140	4177612	4005690	3528084	2873338	3880011	5230994	4749880	6852808	5107066	5210174	3461934	7475333	8217870	5268222	8528729	9351422	10050437	13667681	13098076	15883699	27183724	28621224	28400454	48924172	43742588	48256592	87756448	88047336	86563952	230009776	244225312	229921088	477915008	465322880	451734112	902647488	891258880	924724736	2243593472	2242876672	2298704384	3940746752	4059100416	3869064704	6117428	171324784	179288512	651014528	706516800
3808	14.287	219.17538	4-Nonylphenol	[M-H]-	14.27	219.1754	Quant\notlatePFAS	13.82	3016986	1711599	1288528	1783964	1412590	3928866	191096	1807484	1445861	1847013	1304058	3518202	2341258	870030	981468	3072021	1586628	2306778	2292275	1554905	1518661	2201470	3146116	1351196	1868228	3023134	4453908	3681218	3099918	4083367	5177884	5690637	6168977	11761570	12544305	9106293	17084450	15964690	20734614	49997168	38366764	37177720	79248824	76024368	71534120	690254	12728981	7576104	20514548	15548870
1975	10.803	165.09204	4-tert-Butylpyrocatechol	[M-H]-	10.73	165.0921	Quant\notlatePFAS	21.52	43356528	53684184	42259544	39111328	45946480	43581180	43266032	37725988	41361332	37930504	34969200	34880320	58123896	51023748	32755728	31642876	36269396	30974166	35172988	50757116	53479408	47250040	51121772	32419462	33344984	35325052	32438538	38076824	47314056	50468684	49530696	27539632	36861752	63624960	44639112	55960072	100367096	90551216	100123880	301255584	309013632	321813824	807447552	818416896	739058560	79106080	0	0	197955904	272150176
3303	13.5	205.15976	4-tert-Octylphenol	[M-H]-	13.46	205.15981	Quant\notlatePFAS	36.04	14615095	14190479	15385744	14190010	10372717	8861242	13489069	13515248	11087762	10199614	13135687	8672294	8435218	11154497	9709376	10444835	11443174	10933364	9368770	10777636	11583573	9277018	14637059	9839538	7906058	11566761	72268720	22183740	15682325	14244579	32688722	31475678	30867606	75512152	61233500	61844800	128535616	123104792	106327936	312138112	326233920	289707328	695353664	689309952	566783680	26117028	0	0	90046936	54203972
2131	7.415	170.02808	4-Toluenesulfonamide	[M-H]-	7.34	170.02811	Quant\notlatePFAS	26.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276825	0	0	321413	660787	413654	926746	1092375	1012559	2305021	3625264	3068112	8957475	9911101	10575572	21323004	19134256	18647636	44656296	41402672	39978360	113788768	114624328	101782320	217240048	216599520	207504032	0	7396700	7430502	20009946	23497582
1445	8.763	145.07707	5,6-Dimethylbenzimidazole	[M-H]-	8.69	145.0771	Quant\notlatePFAS	27.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1167673	4153302	3714180	2530260	9513886	7546327	8218570	18163090	17469688	19228144	41834488	47099588	46946744	99103320	99938072	96719920	221042528	205320384	199294560	494742080	504816192	457665184	937003456	818497408	779415360	0	42497260	36609669	104037729	105554715
9954	11.751	426.96744	6:2 fluorotelomer sulfonate	[M-H]-	11.67	426.9679	Quant\notlatePFAS	162.18	13881356	15739396	14523659	13476187	11427757	15377135	16029120	14455393	17337900	16214153	15218116	15409295	15578063	15634494	18141306	21013506	20571694	18637528	26480314	21082674	22609702	45123972	43978160	45660180	75827872	78204128	73610000	98921624	116845864	116103840	290177344	300746656	314550112	599458816	536519776	528013472	1071386176	1001904064	977855680	2150735104	2178345984	2183841280	3293568768	3318379264	3188073728	11055883	183911248	180021984	660993280	623492672
3703	10.166	215.98167	6-Chloro-2,4-dinitroaniline	[M-H]-	10.08	215.9818	Quant\notlatePFAS	638.58	0	0	0	259643	0	0	0	0	0	0	0	0	0	0	0	514926	1792057	1987649	4004699	1778472	4006755	7889526	8298716	7934704	18665962	20297808	15871917	32696942	30838346	36490028	96547776	101927952	106200520	197919152	199627584	187766032	376190048	369141344	403563584	1037028352	1120764416	1068309760	1960619776	2020427520	1988247552	776011	104555104	103780032	370661984	358389824
19560	14.272	871.48468	Abamectin	[M-H]-	14.21	871.48492	Quant\notlatePFAS	37500.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414687	0	273823	832054	745807	976260	1922546	1873038	1419922	3620847	2866676	3916180	9571999	9674067	9354892	18976366	20104346	17023142	0	403960	0	2475356	1648438
2490	4.658	182.00453	Acephate	[M-H]-	4.48	182.00459	Quant\notlatePFAS	15.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529981	3194032	2577460	3756610	16127685	17133470	15559347	41359112	37268844	36156920	108429896	100301888	91307240	209039936	214028896	200732832	0	0	0	20142751	21503734
1837	2.599	161.98657	Acesulfam	[M-H]-	2.51	161.98669	Quant\notlatePFAS	30.49	42791040	41738880	54834004	45748900	38639096	39887880	43393244	39859960	34175228	43097552	43822472	42055708	41188436	45613480	43853444	37188332	44025252	56732248	45807504	52616896	41678448	48641440	52437300	43425448	43753812	41170608	65111708	121131640	44037372	56112256	61290148	55693408	50416900	65835504	79976808	87343504	100268656	88305096	90941528	131093608	175448208	158970928	309760864	341566080	255203280	0	0	0	0	0
314	10.524	92.05045	Aniline	[M-H]-	10.46	92.0506	Quant\notlatePFAS	6.62	0	535562	0	189130	1078002	0	0	0	0	518158	0	0	0	0	0	0	0	0	0	320648	485800	709367	0	0	0	0	0	0	0	357823	850490	1680231	0	1025660	0	0	2030491	651822	389534	4970143	2088004	1132021	4917516	5855765	4301724	0	0	0	0	0
4	8.471777778	187.0976	Azelaic acid				Quant\notlatePFAS		704583561	676521627	684681057	515854017	610651526	587954201	570559824	573129669	634735018	548636640	496940461	501654933	522863740	499483654	542826864	546913281	565946417	460393187	481498671	504552118	492978364	469132759	466863552	521260177	549830434	496216054	479740797	346688196	507439970	455468426	549442373	606640804	621772034	587159513	570384584	711574295	653409817	665765240	650060879	932459195	946662491	987439100	1357040981	1282686727	1298798340	0	0	0	0	0
4505	7.197	239.04945	Bentazon	[M-H]-	7.1	239.04961	Quant\notlatePFAS	267.07	254933	230040	227409	0	322475	0	0	519113	0	366517	538477	0	1264884	1606261	1083943	3549583	3206844	2663262	7279210	6054728	7035248	18961910	17616306	20240418	41250692	37140372	38469116	68093368	70506024	70521080	180505440	191282144	201466304	407060064	424252352	388694112	769809472	766492160	783774208	1928014208	2056786432	1974001152	3444014848	3464842240	3458807040	1609583	150361008	168583984	599794752	559463424
1683	5.759	156.01245	Benzenesulfonamide	[M-H]-	5.66	156.0125	Quant\notlatePFAS	22.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293402	0	0	725308	386315	361727	2855434	4021465	3010538	9341537	7705104	9122395	17409952	19155596	18859504	52128268	54729744	48655588	106937592	103842480	102202336	0	2474956	2477127	10779839	10489280
10021	11.058	429.05338	Bicalutamide	[M-H]-	11	429.0538	Quant\notlatePFAS	601.06	378610	275409	758325	0	909378	716885	714239	0	467593	1950416	2004258	1942632	2898047	4187026	3783128	6532116	6799208	7494058	14883880	14601921	13296102	39440780	36027272	44727924	79927728	74877056	78609312	144739152	138023024	158112688	394013408	403563552	410630432	792574912	791865600	798167424	1568181760	1638493568	1657265664	3883215104	4078470912	3752628992	6887640576	6549342208	6758341632	3438336	302822272	292029504	1154354304	1101176832
6880	9.916	316.90762	Bis(1,3-dichloro-2-propyl) Phosphate	[M-H]-	9.9	316.90759	Quant\notlatePFAS	6344.64	0	0	333337	0	208753	260281	0	415046	0	0	0	0	368764	0	0	0	0	0	759202	653387	0	1287052	1698232	2435177	2885590	2665277	2951611	3559969	5241614	5349868	13285129	11958710	12144384	27539140	31366100	26237452	58649016	59430872	51519320	131833992	142510736	126547424	238748592	226712608	237558096	0	15207893	17750904	46164492	65784560
7030	13.38	321.21988	Bis(2-ethylhexyl) phosphate	[M-H]-	13.3	321.22	Quant\notlatePFAS	178.46	3643781	0	3085624	1770917	599839	2218622	1600799	1678335	1348372	1911737	3686904	3480014	1636536	847408	1236192	2102201	2267771	1787768	5256494	3217803	3155281	6855844	8955753	7634904	8652134	9338129	9842302	18488384	18831504	15999842	42879244	40601904	54802412	109578880	111384744	91157832	169044592	155528256	204666752	411243552	439139296	434717248	808350848	822565888	784168128	9424947	78784184	117345264	216685824	323288544
4103	10.919	227.10765	Bisphenol A	[M-H]-	10.85	227.1078	Quant\notlatePFAS	36.66	6819729	5309558	6534934	4900052	6066672	6156540	6693467	6907090	6017668	5192120	4750634	3474867	5013846	5614420	5838538	5002800	5053208	5254483	5387254	3783780	4148589	8443231	9924418	9328881	12079690	10211630	14041948	21259246	20421724	20806208	47832344	48611152	49284500	96652672	94594432	92291496	193566112	175748944	183062272	474965856	469513632	466206880	908055872	859616320	878665536	6209867	37818516	34025536	100849680	104431280
5547	8.723	273.85083	Bromoxynil	[M-H]-	8.62	273.8511	Quant\notlatePFAS	1322	0	899432	284057	495793	655451	938731	1165640	850716	1520332	1081900	1280835	1190759	919715	836906	1202685	2795681	2243013	2647734	4482234	4741086	4612866	10415240	11087051	12435245	23192354	23054762	21298604	42477732	44350892	46770608	109851512	106601448	113632832	237607136	223026336	224941440	486812576	480135168	468473728	1181110272	1252016512	1189358976	2217284864	2244061696	2223812096	1333340	103961544	103679256	389770240	427883104
2588	8.016	185.08183	Carboxymethyl-cyclohexanecarboxylic acid	[M-H]-	7.95	185.08189	Quant\notlatePFAS	67.42	27142182	22010562	9150690	11086704	10818288	8853874	13246565	11277222	24107684	11431348	8983824	11058003	10981554	14811232	10799793	11846565	16892044	16142108	14441393	11772562	13972700	18872708	19083584	19647754	28325568	23310292	21530076	28512522	34101668	31579110	66944312	65276108	72872848	127152704	116864440	127552616	240526016	233545808	225554880	618056064	591999744	574151680	1153108096	1093803008	1110395136	2192795	52764308	59859244	178564752	179749216
7013	8.53	321.00494	Chloramphenicol	[M-H]-	8.45	321.005	Quant\notlatePFAS	836.91	0	0	0	0	235402	0	0	0	0	582000	0	0	1356682	1141945	265719	1309174	1372705	1314444	4038985	3911922	4545464	13578797	12999437	12755123	23983918	23342298	22399132	46654452	44268384	44431876	120593344	116294040	123025632	258234976	259699168	243434864	521652384	502214720	461171712	1226865920	1206722816	1200715392	2211322368	2035310464	2059913728	1055083	78425016	81851096	324099360	305828480
11316	11.183	479.96298	Chlorantraniliprole	[M-H]-	11.11	479.9635	Quant\notlatePFAS	130666.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	528851	0	0	1884539	0	1570622	4678006	4405688	4254400	10611306	7529342	10735317	18885938	16620982	18595256	48116684	43094180	46750576	93886792	90808072	83899184	178442752	169598832	167811248	369031904	330510016	311513472	581690368	517777792	514878592	0	39775484	35857428	127757080	130936992
4701	9.871	244.90799	Chlorothalonil-4-hydroxy	[M-H]-	9.77	244.9084	Quant\notlatePFAS	835.31	138505696	137393728	133301784	122085008	131561976	127888176	125265192	125355256	131534800	116317712	122405080	126280480	123216680	125177216	121314224	126454040	139085888	124999448	129993624	125298696	130429208	140034368	137511664	144042672	182670432	176907152	170876096	208539280	215185232	215918288	393602272	385794944	420025184	704614912	666717184	675838400	1264781568	1327267072	1265404800	2911659520	3103687680	3132141312	5151841792	5344600576	5422365184	110482552	350231072	396489824	1019180480	1095676800
4941	9.404	253.05045	Daidzein	[M-H]-	9.32	253.0506	Quant\notlatePFAS	357.39	2137036	2137285	2687284	2350005	1714438	2485876	2881312	2244450	2208024	3209216	3065896	3869358	4309174	5323312	3513340	9162838	7938021	7056374	14621044	16104734	15624033	33991508	37397764	31398724	76628472	75409896	77051432	136824592	130783952	139817552	343157280	345405696	371151968	750308608	705096448	682704064	1446897152	1420675200	1307917184	3285284608	3558810880	3511121920	5756669952	5816404480	5732274688	4686906	294123712	296737184	1031545792	1099768960
5328	12.388	266.99841	Dichlorophene	[M-H]-	12.33	266.9985	Quant\notlatePFAS	662.83	768645	1801770	1415516	1076514	1514286	1278867	1265858	1848914	731256	2817038	1639928	1960511	4301640	4609952	4176957	6722254	5362504	6876602	14772704	14975186	16262952	36008140	35534356	37989548	72380120	75066456	70190344	129055912	127890016	136297152	341257344	315057920	351696160	754511680	683294336	680228736	1417438464	1361531136	1390670464	3173072384	3390948864	3354514176	5691777536	5655557120	5738572800	345617	315044864	259618368	1104203520	981862272
6195	11.622	294.00928	Diclofenac	[M-H]-	11.57	294.0094	Quant\notlatePFAS	97.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	723217	0	1565789	2951132	2213823	1096514	5649272	5155482	4000302	14288139	14920887	13870071	34124488	33959356	30390192	65878252	63607576	71823512	168822400	175646528	177515616	329570400	324247648	319393184	0	13798286	15766830	56914976	51049304
4509	11.129	239.0672	Dinoterb	[M-H]-	11.08	239.06731	Quant\notlatePFAS	295.89	5709390	6188685	7100216	5489418	5313638	5202702	6362411	7308985	7524875	8605388	8220972	7470296	10060300	9315109	9205944	11419954	11087661	10862240	16972858	16790634	18009992	36509124	40854808	35938624	75706352	68157288	72423464	131503344	124408032	129729328	328481408	332057632	343304928	670044736	659217984	650704128	1413540352	1337111168	1392981504	3280563456	3163774464	3144658944	6024182272	6214835712	5930064384	6706040	300152928	338619648	1171554304	1285534720
4821	9.174	249.0321	Diphenyl Phosphate	[M-H]-	9.08	249.0322	Quant\notlatePFAS	29.16	1731000	692263	1122641	1696453	781936	1428199	5438972	1262364	1528777	1838413	1211836	9709913	2138400	18469158	688371	2006603	1978247	1623350	5162884	4956446	2751246	5140540	5901910	6289646	9114701	10724954	9553459	15757006	18394678	19573634	45441316	45543548	46857528	101781944	107016728	93447264	207066016	185570688	195764576	451201152	555094528	515547712	1020171968	1002146432	1008163392	3140377	37898156	56822704	169831296	214670336
6889	13.827	317.10431	Disperse Orange 1	[M-H]-	13.78	317.1044	Quant\notlatePFAS	64.08	0	0	0	0	0	0	0	0	657133	0	0	298476	0	0	335128	0	0	0	295481	0	616576	731811	532431	1819155	2242630	2953482	4070727	5395696	6976214	7140202	17611686	16693741	17098216	40558920	37732764	38314936	97243688	80222656	94732208	202930272	159193792	201831408	372187616	414447360	279309056	0	41875804	34407248	100577688	115598888
5368	12.585	268.10901	Disperse yellow 3	[M-H]-	12.52	268.1091	Quant\notlatePFAS	675.11	661580	1457875	1094460	1728998	912024	1028554	0	644631	585868	365406	481034	1050613	1302059	1794565	2723876	3219720	4095434	3803466	6115125	6734455	8436152	20048200	17314386	18445646	34993248	37738112	35802360	55004968	69592936	72759720	171446192	183685424	198520768	402015328	343446304	387488416	828698112	822845824	809429952	1968380160	1971733248	1900933760	3620406784	3511500544	3329033472	520200	174261744	161653216	520287232	549307840
4231	10.951	231.00961	Diuron	[M-H]-	10.88	231.0097	Quant\notlatePFAS	118.1	0	0	305762	0	0	0	0	0	0	498182	335534	782071	922613	1397157	1137777	2395500	2785354	2867201	4610386	5183236	6009677	14285984	13447692	13166739	30960598	26422874	27208536	51407872	50223776	52377788	137127424	137875952	147151152	290637184	283786560	281086528	606135488	579143552	568376000	1523168000	1404227328	1418194944	2720806656	2575384320	2606026752	1023314	134274608	132735608	368342272	385436832
3001	8.449	197.02029	DNOC	[M-H]-	8.36	197.0204	Quant\notlatePFAS	281.49	1600580	857677	1644693	941613	1215665	873400	1679458	1314015	1385931	1560465	1627668	1605510	3115858	2392934	2256846	4124004	4587682	3733959	8187314	7784388	6671650	16420361	18144060	18832146	35100320	37582336	35596228	67274856	68057312	63928784	184412448	188906096	182005296	379883776	362942016	371120064	787960960	726028992	749555328	1911313792	1947150464	1932628736	3604378880	3441798656	3610487040	2818044	167302672	180997104	651576320	693781184
19762	13.731	884.51642	Emamectin	[M-H]-	13.74	884.5166	Quant\notlatePFAS	79425.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350826	849706	0	0	1149769	1153513	799263	4742244	4823722	4353584	9151487	10462770	10815747	28486342	24868022	23257216	49550264	52763056	54764224	0	1766499	0	5332276	939457
6292	9.875	297.11313	Enterolactone	[M-H]-	9.81	297.11319	Quant\notlatePFAS	392.78	664431	1017899	605372	287615	435714	0	355989	653525	344283	776905	1340611	688355	1577823	1254250	1616859	4406896	4249624	3753903	7526106	5506125	7140305	18871488	16545800	17293422	34768652	33759128	33191100	64229904	64660228	59626896	172542784	166232752	179899136	368191584	332039264	325601792	683634688	691858112	642005120	1585015808	1625339264	1617145344	2744244480	2601822976	2611792128	1305919	117217328	116584304	448259776	409748384
4574	9.831	241.08696	Equol	[M-H]-	9.76	241.08701	Quant\notlatePFAS	33.73	236218	583535	0	0	214016	266796	1495896	0	250308	0	0	583767	1805742	1388322	944289	1182119	1437071	2240236	2369912	4092510	4382896	5364642	4965709	6508560	10807497	11518219	10798323	19069252	20980260	20852134	48735076	50917064	53430736	107925016	104565840	99173424	220351760	198477760	219170144	527627872	544495936	539971328	973762048	1009936896	991238208	2041676	43959244	44376536	110868608	112308568
5483	11.47	271.1702	Estradiol	[M-H]-	11.38	271.17041	Quant\notlatePFAS	38.78	350500	959211	305368	212896	758937	314292	327141	786870	366161	338332	1356462	589806	844280	337854	507702	441991	480828	346590	1628292	667241	1019225	2622052	2517206	3073854	5359410	4982760	6924846	10877494	10875978	10631699	28169814	29255694	27133030	61359876	55979624	62284928	127623864	114631736	110651384	313564064	299556032	298034720	627593088	601944000	585680640	0	17341374	16679732	53077968	53153072
6226	11.514	295.17017	Ethinyl Estradiol	[M-H]-	11.42	295.17041	Quant\notlatePFAS	52.94	0	0	0	0	0	4288800	402646	307070	294121	0	0	7071110	0	4601820	0	0	0	0	0	829459	636584	1573335	2325354	2016724	4049337	3850739	3691764	8055382	7942266	5546046	20455538	19644114	18304032	51040068	49121844	51392376	101021264	94349448	99343472	246690592	257794544	256807280	540894144	477999008	452062624	379703	15423894	14108470	39903116	36754748
